31,484,1100,573,36,75,1,1,1
31,498,458,566,38,60,1,1,1
31,503,483,553,41,57,1,1,1
31,481,1030,532,27,69,1,1,1
31,508,950,535,18,48,1,1,1
32,498,463,570,38,61,1,1,1
32,508,955,538,19,49,1,1,1
33,498,468,564,38,63,1,1,1
34,498,466,562,37,63,1,1,1
35,498,471,560,36,63,1,1,1
36,484,1157,570,42,86,1,1,1
36,498,471,560,36,63,1,1,1
36,508,980,527,20,50,1,1,1
37,484,1168,569,44,89,1,1,1
37,498,478,559,29,63,1,1,1
37,508,986,525,20,51,1,1,1
38,484,1182,570,44,91,1,1,1
38,498,481,560,30,64,1,1,1
38,481,1080,522,29,74,1,1,1
38,508,994,525,21,52,1,1,1
39,484,1195,573,46,93,1,1,1
39,498,483,562,31,65,1,1,1
39,481,1089,524,30,74,1,1,1
39,508,1002,528,21,51,1,1,1
40,498,482,570,36,65,1,1,1
41,484,1226,583,48,98,1,1,1
41,498,481,570,35,65,1,1,1
41,481,1107,532,29,74,1,1,1
42,484,1239,587,49,100,1,1,1
42,498,483,573,35,66,1,1,1
42,481,1116,535,29,75,1,1,1
43,484,1252,590,51,102,1,1,1
43,498,482,575,35,66,1,1,1
43,481,1123,536,30,76,1,1,1
44,484,1265,590,56,105,1,1,1
44,498,483,575,33,67,1,1,1
44,481,1131,536,29,76,1,1,1
45,484,1280,590,61,107,1,1,1
45,498,483,573,33,68,1,1,1
45,481,1139,534,29,77,1,1,1
46,484,1294,589,65,110,1,1,1
46,498,482,572,32,68,1,1,1
46,481,1145,532,30,78,1,1,1
47,484,1310,589,69,113,1,1,1
47,498,480,571,33,69,1,1,1
47,481,1150,531,30,78,1,1,1
48,484,1327,589,73,116,1,1,1
48,498,478,570,34,70,1,1,1
48,481,1156,530,30,78,1,1,1
49,484,1358,590,75,120,1,1,1
49,498,477,570,35,70,1,1,1
49,481,1161,530,30,79,1,1,1
49,508,1059,533,23,56,1,1,1
50,484,1387,593,75,123,1,1,1
50,498,474,572,35,70,1,1,1
50,481,1165,531,31,79,1,1,1
50,508,1063,534,21,57,1,1,1
50,516,845,537,18,37,1,1,1
51,498,472,572,35,71,1,1,1
51,503,436,558,48,76,1,1,1
51,481,1170,531,30,80,1,1,1
51,495,1048,555,37,53,1,1,1
51,516,849,538,19,37,1,1,1
52,484,1452,596,80,131,1,1,1
52,498,468,572,33,71,1,1,1
52,503,429,558,49,77,1,1,1
52,481,1173,531,31,81,1,1,1
52,495,1058,554,39,54,1,1,1
52,516,852,538,20,36,1,1,1
53,484,1481,597,85,136,1,1,1
53,498,462,572,34,71,1,1,1
53,503,422,557,49,78,1,1,1
53,481,1176,530,31,81,1,1,1
53,495,1067,553,40,54,1,1,1
53,516,856,537,19,37,1,1,1
54,484,1509,598,89,140,1,1,1
54,498,456,571,34,73,1,1,1
54,503,415,557,49,79,1,1,1
54,481,1179,529,31,82,1,1,1
54,495,1073,553,38,54,1,1,1
54,516,858,536,19,37,1,1,1
55,484,1542,599,93,145,1,1,1
55,498,449,570,35,74,1,1,1
55,503,408,556,49,80,1,1,1
55,481,1181,528,32,83,1,1,1
55,495,1080,552,37,54,1,1,1
55,516,861,535,19,37,1,1,1
56,484,1573,601,97,150,1,1,1
56,498,443,570,35,74,1,1,1
56,503,399,556,50,81,1,1,1
56,481,1184,528,32,83,1,1,1
56,495,1085,551,38,55,1,1,1
56,516,863,535,20,37,1,1,1
57,498,436,570,35,74,1,1,1
57,503,390,556,50,83,1,1,1
57,481,1186,527,32,84,1,1,1
57,495,1092,551,38,55,1,1,1
57,516,866,536,20,38,1,1,1
58,484,1653,606,106,164,1,1,1
58,498,430,570,35,74,1,1,1
58,503,381,556,50,85,1,1,1
58,481,1188,527,33,84,1,1,1
58,495,1101,551,39,56,1,1,1
58,508,1083,530,28,62,1,1,1
58,516,873,536,20,38,1,1,1
59,484,1688,609,109,170,1,1,1
59,498,422,571,36,75,1,1,1
59,503,373,557,50,86,1,1,1
59,481,1190,527,33,85,1,1,1
59,495,1103,552,39,55,1,1,1
59,516,873,536,20,39,1,1,1
60,484,1721,612,113,177,1,1,1
60,498,415,571,36,76,1,1,1
60,503,364,557,51,88,1,1,1
60,481,1191,527,35,86,1,1,1
60,495,1108,552,41,56,1,1,1
60,516,874,537,20,38,1,1,1
61,484,1752,615,118,184,1,1,1
61,498,407,572,38,77,1,1,1
61,503,355,558,52,89,1,1,1
61,481,1194,528,34,86,1,1,1
61,495,1114,552,42,57,1,1,1
61,516,876,537,20,39,1,1,1
62,484,1796,619,119,193,1,1,1
62,498,400,572,37,78,1,1,1
62,503,345,558,53,91,1,1,1
62,481,1197,528,33,87,1,1,1
62,495,1125,553,42,57,1,1,1
62,516,879,537,20,39,1,1,1
63,484,1832,623,124,201,1,1,1
63,498,392,573,39,78,1,1,1
63,503,335,559,55,92,1,1,1
63,481,1199,528,34,87,1,1,1
63,495,1131,553,43,57,1,1,1
63,516,880,537,20,39,1,1,1
64,484,1875,627,127,211,1,1,1
64,503,325,559,55,94,1,1,1
64,498,385,573,40,79,1,1,1
64,481,1202,528,34,88,1,1,1
64,495,1139,553,43,58,1,1,1
64,516,882,537,20,40,1,1,1
65,503,314,559,56,96,1,1,1
65,498,377,573,41,80,1,1,1
65,481,1204,528,34,89,1,1,1
65,495,1145,553,43,59,1,1,1
65,516,883,537,21,40,1,1,1
66,503,292,560,58,99,1,1,1
66,498,361,574,42,82,1,1,1
66,481,1209,528,35,90,1,1,1
66,495,1157,553,44,60,1,1,1
66,516,886,537,20,40,1,1,1
67,503,292,560,58,99,1,1,1
67,498,361,574,42,82,1,1,1
67,481,1209,528,35,90,1,1,1
67,495,1157,553,44,60,1,1,1
67,508,1103,531,34,67,1,1,1
67,516,886,537,20,40,1,1,1
68,503,279,561,61,100,1,1,1
68,498,354,575,43,82,1,1,1
68,481,1210,528,36,91,1,1,1
68,495,1162,554,44,59,1,1,1
68,508,1107,531,35,67,1,1,1
68,516,887,537,20,40,1,1,1
69,503,266,561,63,103,1,1,1
69,498,346,575,44,84,1,1,1
69,481,1212,528,36,91,1,1,1
69,495,1168,554,43,60,1,1,1
69,508,1112,531,35,68,1,1,1
69,516,888,538,21,40,1,1,1
70,503,251,561,65,105,1,1,1
70,498,338,575,45,84,1,1,1
70,481,1215,527,36,93,1,1,1
70,495,1176,554,43,60,1,1,1
70,508,1123,531,34,68,1,1,1
70,516,890,537,21,41,1,1,1
71,503,237,561,66,108,1,1,1
71,498,330,575,45,86,1,1,1
71,481,1218,527,36,93,1,1,1
71,495,1181,553,40,61,1,1,1
71,508,1129,530,34,69,1,1,1
71,516,892,537,20,40,1,1,1
72,498,312,576,47,87,1,1,1
72,481,1223,526,37,95,1,1,1
72,495,1190,556,39,62,1,1,1
72,508,1145,530,34,70,1,1,1
72,516,895,537,21,41,1,1,1
73,503,208,562,67,112,1,1,1
73,498,312,576,47,87,1,1,1
73,481,1223,526,37,95,1,1,1
73,495,1190,556,39,62,1,1,1
73,508,1145,530,34,70,1,1,1
73,516,895,537,21,41,1,1,1
74,503,194,563,67,114,1,1,1
74,498,303,576,48,89,1,1,1
74,481,1225,526,38,96,1,1,1
74,495,1194,558,39,63,1,1,1
74,508,1151,530,35,71,1,1,1
74,516,896,537,21,41,1,1,1
75,503,179,563,67,118,1,1,1
75,498,296,577,49,89,1,1,1
75,481,1227,526,38,97,1,1,1
75,495,1199,559,40,62,1,1,1
75,508,1164,530,35,72,1,1,1
75,516,899,537,21,41,1,1,1
76,503,165,564,66,121,1,1,1
76,498,289,577,48,90,1,1,1
76,481,1230,526,38,98,1,1,1
76,495,1205,559,40,63,1,1,1
76,508,1176,530,35,72,1,1,1
76,516,902,537,21,41,1,1,1
76,500,1095,535,20,38,1,1,1
77,503,148,564,70,124,1,1,1
77,498,279,578,49,91,1,1,1
77,481,1230,526,41,99,1,1,1
77,495,1209,559,40,63,1,1,1
77,508,1185,530,35,73,1,1,1
77,516,904,537,21,42,1,1,1
77,500,1091,535,20,38,1,1,1
78,503,130,565,74,127,1,1,1
78,498,269,578,50,92,1,1,1
78,481,1231,526,42,100,1,1,1
78,508,1195,530,35,74,1,1,1
78,516,906,537,21,42,1,1,1
78,500,1088,535,20,39,1,1,1
79,498,248,579,51,94,1,1,1
79,481,1235,526,43,101,1,1,1
79,508,1199,529,36,76,1,1,1
79,516,909,537,21,42,1,1,1
79,500,1084,535,19,39,1,1,1
80,503,73,567,85,138,1,1,1
80,481,1236,526,43,102,1,1,1
80,508,1211,529,37,76,1,1,1
80,516,910,537,21,43,1,1,1
81,503,52,568,90,141,1,1,1
81,481,1238,525,43,104,1,1,1
82,481,1241,525,43,106,1,1,1
83,481,1248,525,42,108,1,1,1
83,516,915,537,22,44,1,1,1
84,481,1250,524,43,111,1,1,1
84,516,913,537,22,44,1,1,1
85,481,1255,524,42,112,1,1,1
85,516,917,537,22,45,1,1,1
86,481,1255,524,44,112,1,1,1
86,516,919,537,22,45,1,1,1
87,498,120,584,65,109,1,1,1
87,481,1255,524,42,112,1,1,1
87,516,919,537,22,45,1,1,1
87,469,815,534,21,44,1,1,1
88,498,100,585,66,111,1,1,1
88,481,1257,524,45,114,1,1,1
88,483,1243,559,23,42,1,1,1
88,516,917,537,22,45,1,1,1
88,469,810,534,21,44,1,1,1
89,481,1271,523,45,121,1,1,1
89,483,1244,560,23,43,1,1,1
90,481,1271,523,45,121,1,1,1
90,483,1244,560,23,43,1,1,1
90,516,916,537,22,46,1,1,1
91,498,28,589,74,120,1,1,1
91,481,1271,523,45,121,1,1,1
91,483,1241,560,24,43,1,1,1
91,516,923,537,22,46,1,1,1
91,469,798,535,19,45,1,1,1
92,481,1278,523,51,123,1,1,1
92,483,1242,560,24,43,1,1,1
92,469,796,534,21,46,1,1,1
93,481,1278,523,51,123,1,1,1
93,483,1242,560,24,43,1,1,1
93,516,922,537,23,47,1,1,1
93,469,796,534,21,46,1,1,1
94,481,1282,522,53,125,1,1,1
94,483,1242,560,24,44,1,1,1
94,469,794,534,23,46,1,1,1
95,481,1288,522,53,126,1,1,1
95,483,1241,559,24,45,1,1,1
95,516,928,536,22,48,1,1,1
95,469,796,534,24,46,1,1,1
96,481,1294,521,54,127,1,1,1
96,483,1241,559,24,45,1,1,1
96,516,934,536,23,48,1,1,1
96,500,1065,534,18,44,1,1,1
97,481,1299,521,54,129,1,1,1
97,483,1241,559,24,45,1,1,1
97,516,933,536,22,48,1,1,1
98,481,1311,521,56,131,1,1,1
98,483,1242,560,24,45,1,1,1
99,481,1311,521,56,131,1,1,1
99,483,1242,560,24,45,1,1,1
100,481,1318,521,56,133,1,1,1
100,483,1242,560,25,45,1,1,1
100,469,806,536,23,48,1,1,1
101,481,1336,520,58,139,1,1,1
101,483,1246,561,25,46,1,1,1
101,469,807,536,24,49,1,1,1
101,500,1063,534,18,46,1,1,1
102,481,1349,520,59,142,1,1,1
102,483,1247,561,25,47,1,1,1
102,450,1076,549,20,36,1,1,1
102,469,812,537,24,49,1,1,1
102,500,1063,535,18,46,1,1,1
102,453,1331,535,19,44,1,1,1
103,481,1364,519,60,145,1,1,1
103,483,1249,561,26,48,1,1,1
103,450,1077,549,21,36,1,1,1
103,469,816,536,24,50,1,1,1
103,500,1063,534,18,48,1,1,1
104,481,1378,519,61,149,1,1,1
104,483,1251,562,26,48,1,1,1
104,450,1078,549,22,37,1,1,1
104,516,961,537,23,51,1,1,1
104,469,819,536,24,51,1,1,1
104,500,1064,534,18,48,1,1,1
105,483,1255,561,27,49,1,1,1
105,450,1081,548,22,38,1,1,1
105,469,824,536,25,51,1,1,1
105,500,1065,533,18,49,1,1,1
106,483,1257,562,26,49,1,1,1
106,450,1082,549,22,37,1,1,1
106,469,826,536,25,51,1,1,1
106,500,1065,534,19,49,1,1,1
107,481,1410,518,62,156,1,1,1
107,483,1257,562,26,49,1,1,1
107,450,1082,549,22,37,1,1,1
107,516,969,536,23,52,1,1,1
107,469,826,536,25,51,1,1,1
107,500,1065,534,19,49,1,1,1
108,483,1263,562,28,51,1,1,1
108,450,1086,549,23,39,1,1,1
108,500,1067,533,19,51,1,1,1
109,450,1086,549,22,39,1,1,1
109,469,836,536,26,52,1,1,1
109,500,1068,533,19,51,1,1,1
110,481,1467,524,69,172,1,1,1
110,483,1268,562,28,52,1,1,1
110,450,1087,549,23,39,1,1,1
110,516,984,536,23,54,1,1,1
110,469,838,535,27,54,1,1,1
110,500,1068,533,20,51,1,1,1
110,453,1299,534,21,47,1,1,1
111,481,1467,524,69,172,1,1,1
111,483,1268,562,28,52,1,1,1
111,450,1087,549,23,39,1,1,1
111,516,984,536,23,54,1,1,1
111,469,838,535,27,54,1,1,1
111,500,1068,533,20,51,1,1,1
111,453,1299,534,21,47,1,1,1
112,481,1482,520,68,173,1,1,1
112,483,1267,558,28,52,1,1,1
112,450,1090,545,22,39,1,1,1
112,500,1070,529,21,52,1,1,1
113,481,1499,495,70,175,1,1,1
114,481,1510,466,70,175,1,1,1
115,481,1514,446,70,174,1,1,1
115,483,1279,486,28,52,1,1,1
115,516,1015,456,26,56,1,1,1
115,500,1088,457,22,53,1,1,1
116,481,1515,453,69,173,1,1,1
116,483,1277,493,29,51,1,1,1
116,450,1106,480,23,40,1,1,1
116,516,1016,463,27,56,1,1,1
116,500,1088,464,22,53,1,1,1
117,481,1516,471,68,172,1,1,1
117,500,1089,482,22,53,1,1,1
118,481,1518,498,67,171,1,1,1
119,481,1522,520,66,169,1,1,1
120,481,1525,534,66,170,1,1,1
120,483,1270,571,28,51,1,1,1
120,450,1107,558,23,41,1,1,1
120,500,1092,542,22,54,1,1,1
121,481,1529,542,66,170,1,1,1
121,483,1270,579,27,51,1,1,1
121,450,1107,566,23,42,1,1,1
121,516,1024,549,27,57,1,1,1
121,469,916,552,28,55,1,1,1
121,500,1092,550,23,54,1,1,1
122,481,1535,546,66,171,1,1,1
122,483,1269,584,28,51,1,1,1
122,450,1108,571,23,41,1,1,1
122,516,1026,554,27,56,1,1,1
122,469,921,557,27,55,1,1,1
122,500,1094,554,22,54,1,1,1
123,481,1549,549,65,172,1,1,1
123,483,1268,587,27,51,1,1,1
123,450,1109,574,23,42,1,1,1
123,516,1031,557,28,57,1,1,1
123,500,1097,557,23,55,1,1,1
124,481,1549,549,65,172,1,1,1
124,483,1268,587,27,51,1,1,1
124,450,1109,574,23,42,1,1,1
124,516,1031,557,28,57,1,1,1
124,469,932,560,26,55,1,1,1
124,500,1097,557,23,55,1,1,1
125,481,1555,546,66,174,1,1,1
125,483,1269,584,28,52,1,1,1
125,450,1110,571,23,43,1,1,1
125,516,1031,554,28,57,1,1,1
125,469,935,557,26,56,1,1,1
125,500,1097,554,23,56,1,1,1
125,453,1210,556,20,48,1,1,1
126,481,1561,532,66,174,1,1,1
126,483,1270,570,27,51,1,1,1
126,450,1110,557,24,42,1,1,1
126,516,1032,539,29,58,1,1,1
126,469,939,543,25,56,1,1,1
126,453,1207,541,20,48,1,1,1
127,481,1565,507,67,174,1,1,1
127,483,1269,546,28,51,1,1,1
127,450,1111,533,23,43,1,1,1
128,481,1566,487,66,173,1,1,1
128,483,1266,526,27,51,1,1,1
128,450,1110,514,23,42,1,1,1
128,516,1036,496,29,58,1,1,1
129,481,1566,492,66,172,1,1,1
129,483,1263,531,28,51,1,1,1
129,450,1110,518,23,43,1,1,1
129,516,1037,501,29,58,1,1,1
129,469,961,504,24,56,1,1,1
130,481,1569,510,65,172,1,1,1
130,450,1110,535,23,43,1,1,1
130,516,1037,518,29,58,1,1,1
130,500,1101,518,24,57,1,1,1
130,469,967,521,23,56,1,1,1
131,481,1572,525,66,172,1,1,1
131,483,1262,563,27,51,1,1,1
131,450,1110,551,24,43,1,1,1
131,516,1039,533,30,58,1,1,1
131,500,1102,533,24,57,1,1,1
131,469,972,536,24,57,1,1,1
132,481,1581,541,65,173,1,1,1
132,450,1111,567,23,43,1,1,1
132,516,1043,549,30,59,1,1,1
132,500,1104,549,24,57,1,1,1
132,469,982,552,24,57,1,1,1
133,481,1581,541,65,173,1,1,1
133,483,1261,579,28,51,1,1,1
133,450,1111,567,23,43,1,1,1
133,516,1043,549,30,59,1,1,1
133,469,982,552,24,57,1,1,1
134,481,1586,545,66,174,1,1,1
134,483,1261,583,28,51,1,1,1
134,450,1111,570,24,44,1,1,1
134,516,1045,552,30,59,1,1,1
134,469,982,556,24,57,1,1,1
134,453,1160,554,19,49,1,1,1
135,481,1600,548,67,177,1,1,1
135,483,1262,586,28,52,1,1,1
135,450,1112,574,24,44,1,1,1
135,516,1048,556,31,59,1,1,1
135,469,991,559,24,57,1,1,1
136,481,1600,548,67,177,1,1,1
136,483,1262,586,28,52,1,1,1
136,450,1112,574,24,44,1,1,1
136,469,991,559,24,57,1,1,1
137,481,1615,525,68,178,1,1,1
137,450,1114,551,24,45,1,1,1
138,481,1615,525,68,178,1,1,1
138,483,1262,563,28,52,1,1,1
138,450,1114,551,24,45,1,1,1
139,481,1619,497,69,179,1,1,1
139,450,1114,524,24,45,1,1,1
140,481,1620,491,68,176,1,1,1
140,483,1259,530,28,51,1,1,1
140,450,1114,518,25,45,1,1,1
141,481,1621,491,68,175,1,1,1
141,483,1258,530,28,51,1,1,1
141,450,1114,518,25,45,1,1,1
141,469,1011,500,29,58,1,1,1
142,481,1621,491,68,175,1,1,1
142,483,1258,530,28,51,1,1,1
142,450,1114,518,25,45,1,1,1
142,500,1115,500,24,60,1,1,1
142,469,1011,500,29,58,1,1,1
143,481,1621,503,68,175,1,1,1
143,483,1258,541,28,52,1,1,1
143,450,1114,529,24,46,1,1,1
143,516,1061,511,27,61,1,1,1
143,469,1011,511,29,58,1,1,1
144,481,1623,521,67,175,1,1,1
144,450,1114,548,24,45,1,1,1
144,469,1014,529,29,59,1,1,1
145,481,1631,543,68,174,1,1,1
145,450,1113,569,25,46,1,1,1
145,469,1018,550,27,59,1,1,1
146,498,61,662,101,202,1,1,1
146,481,1641,548,68,176,1,1,1
146,483,1254,586,27,51,1,1,1
146,450,1113,574,26,47,1,1,1
146,516,1066,555,24,62,1,1,1
146,469,1020,556,28,59,1,1,1
146,453,1094,557,26,50,1,1,1
147,498,82,667,107,208,1,1,1
147,481,1648,550,75,177,1,1,1
147,483,1255,588,27,51,1,1,1
147,450,1113,576,27,47,1,1,1
147,516,1067,557,24,62,1,1,1
147,469,1023,557,28,60,1,1,1
147,453,1092,558,25,51,1,1,1
148,481,1663,545,76,180,1,1,1
148,483,1254,583,28,52,1,1,1
148,450,1113,571,27,48,1,1,1
148,516,1068,552,24,64,1,1,1
148,469,1028,552,28,61,1,1,1
148,453,1092,554,22,51,1,1,1
149,481,1663,545,76,180,1,1,1
149,483,1254,583,28,52,1,1,1
149,450,1113,571,27,48,1,1,1
149,516,1068,552,24,64,1,1,1
149,469,1028,552,28,61,1,1,1
149,453,1092,554,22,51,1,1,1
150,481,1677,510,73,181,1,1,1
150,450,1113,538,28,48,1,1,1
151,498,227,600,109,222,1,1,1
151,481,1685,477,70,182,1,1,1
151,450,1114,506,28,48,1,1,1
152,481,1685,483,77,179,1,1,1
152,483,1259,522,25,52,1,1,1
152,450,1112,511,29,48,1,1,1
152,516,1070,491,25,65,1,1,1
152,469,1039,491,30,62,1,1,1
152,453,1098,493,19,52,1,1,1
153,481,1685,483,77,179,1,1,1
153,483,1259,522,25,52,1,1,1
153,450,1112,511,29,48,1,1,1
153,500,1129,491,25,65,1,1,1
153,516,1070,491,25,65,1,1,1
153,469,1039,491,30,62,1,1,1
153,453,1098,493,19,52,1,1,1
154,498,366,613,109,218,1,1,1
154,481,1686,492,77,178,1,1,1
154,483,1259,531,25,52,1,1,1
154,450,1112,519,28,49,1,1,1
154,500,1130,500,24,65,1,1,1
154,516,1070,500,25,64,1,1,1
154,469,1040,500,30,62,1,1,1
154,453,1097,502,20,52,1,1,1
155,498,366,623,109,219,1,1,1
155,481,1685,492,77,179,1,1,1
155,483,1259,541,24,51,1,1,1
155,450,1111,529,29,49,1,1,1
155,500,1129,510,25,65,1,1,1
155,516,1070,510,25,64,1,1,1
155,469,1040,510,30,62,1,1,1
155,453,1097,512,20,52,1,1,1
156,481,1706,503,90,175,1,1,1
156,483,1254,548,27,51,1,1,1
156,450,1111,537,28,49,1,1,1
156,500,1129,517,25,66,1,1,1
156,516,1070,517,25,65,1,1,1
156,469,1047,518,33,62,1,1,1
156,453,1097,519,20,53,1,1,1
157,481,1706,508,90,176,1,1,1
157,483,1253,553,27,51,1,1,1
157,450,1108,542,29,50,1,1,1
157,500,1129,522,25,66,1,1,1
157,516,1070,522,24,66,1,1,1
157,469,1047,523,33,62,1,1,1
157,453,1097,524,20,53,1,1,1
158,481,1710,508,90,175,1,1,1
158,483,1253,557,27,51,1,1,1
158,450,1107,546,29,49,1,1,1
158,500,1129,526,25,66,1,1,1
158,516,1070,526,24,65,1,1,1
158,469,1052,526,32,63,1,1,1
